geoid,name,B17001001,"B17001001, Error",B17001002,"B17001002, Error",B17001003,"B17001003, Error",B17001004,"B17001004, Error",B17001005,"B17001005, Error",B17001006,"B17001006, Error",B17001007,"B17001007, Error",B17001008,"B17001008, Error",B17001009,"B17001009, Error",B17001010,"B17001010, Error",B17001011,"B17001011, Error",B17001012,"B17001012, Error",B17001013,"B17001013, Error",B17001014,"B17001014, Error",B17001015,"B17001015, Error",B17001016,"B17001016, Error",B17001017,"B17001017, Error",B17001018,"B17001018, Error",B17001019,"B17001019, Error",B17001020,"B17001020, Error",B17001021,"B17001021, Error",B17001022,"B17001022, Error",B17001023,"B17001023, Error",B17001024,"B17001024, Error",B17001025,"B17001025, Error",B17001026,"B17001026, Error",B17001027,"B17001027, Error",B17001028,"B17001028, Error",B17001029,"B17001029, Error",B17001030,"B17001030, Error",B17001031,"B17001031, Error",B17001032,"B17001032, Error",B17001033,"B17001033, Error",B17001034,"B17001034, Error",B17001035,"B17001035, Error",B17001036,"B17001036, Error",B17001037,"B17001037, Error",B17001038,"B17001038, Error",B17001039,"B17001039, Error",B17001040,"B17001040, Error",B17001041,"B17001041, Error",B17001042,"B17001042, Error",B17001043,"B17001043, Error",B17001044,"B17001044, Error",B17001045,"B17001045, Error",B17001046,"B17001046, Error",B17001047,"B17001047, Error",B17001048,"B17001048, Error",B17001049,"B17001049, Error",B17001050,"B17001050, Error",B17001051,"B17001051, Error",B17001052,"B17001052, Error",B17001053,"B17001053, Error",B17001054,"B17001054, Error",B17001055,"B17001055, Error",B17001056,"B17001056, Error",B17001057,"B17001057, Error",B17001058,"B17001058, Error",B17001059,"B17001059, Error"
14000US11001009302,"Census Tract 93.02, District of Columbia, DC",1025,138,26,18,24,17,0,12,0,12,0,12,0,12,0,12,0,12,8,12,2,4,2,4,5,7,7,9,0,12,0,12,2,5,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,0,12,0,12,0,12,999,137,541,79,26,19,0,12,13,16,15,25,16,22,4,7,53,28,116,41,74,24,108,38,54,30,34,27,28,26,458,84,15,17,21,16,28,24,32,25,0,12,0,12,15,20,98,43,43,29,44,28,74,29,40,25,48,25
14000US11001009400,"Census Tract 94, District of Columbia, DC",4503,570,684,337,417,266,0,12,0,12,6,10,0,12,0,12,0,12,179,276,58,65,93,137,34,32,33,40,6,13,8,14,267,149,0,12,0,12,6,10,0,12,0,12,0,12,20,28,42,63,24,41,72,68,6,11,59,61,38,44,3819,534,1740,327,175,113,0,12,0,12,75,73,50,50,47,62,88,69,298,149,207,87,328,104,203,75,145,76,124,54,2079,292,126,87,36,58,124,72,37,58,31,32,7,12,118,91,272,166,236,93,318,134,351,101,83,40,340,80
14000US11001009501,"Census Tract 95.01, District of Columbia, DC",5006,544,1380,473,795,299,101,84,64,73,33,39,22,35,12,15,0,17,90,83,265,137,0,17,120,140,69,58,19,22,0,17,585,247,79,73,35,56,146,134,0,17,0,17,0,17,83,72,150,82,14,19,23,26,38,31,0,17,17,19,3626,557,1706,289,163,102,0,17,177,109,0,17,0,17,13,19,73,58,540,174,116,80,176,88,305,131,71,38,72,55,1920,380,250,121,0,17,91,71,78,76,37,53,52,53,202,88,333,145,289,121,245,82,176,82,97,46,70,46
14000US11001009503,"Census Tract 95.03, District of Columbia, DC",3182,250,548,252,189,87,10,18,0,12,16,20,42,36,0,12,0,12,36,39,44,45,0,12,9,23,12,19,7,11,13,21,359,192,0,12,0,12,11,19,8,14,11,17,7,13,159,115,19,22,41,35,17,21,34,79,45,41,7,13,2634,292,1178,200,146,86,8,13,43,42,62,44,38,36,18,21,33,31,152,78,162,102,112,47,239,85,59,38,106,52,1456,182,13,22,14,20,123,80,14,23,0,12,55,55,58,47,140,89,155,53,239,91,265,81,146,57,234,77
14000US11001009504,"Census Tract 95.04, District of Columbia, DC",2785,347,293,151,155,106,0,12,0,12,0,12,0,12,0,12,0,12,22,36,13,24,4,15,92,92,17,22,0,12,7,11,138,88,0,12,0,12,8,12,0,12,0,12,0,12,26,38,10,19,32,62,10,16,34,38,12,18,6,10,2492,350,1222,254,35,40,0,12,130,55,85,73,0,12,52,47,110,72,153,88,248,74,108,89,157,87,94,39,50,28,1270,191,11,22,0,12,70,64,7,10,0,12,28,32,32,38,239,120,314,92,109,61,239,75,119,48,102,60
14000US11001009505,"Census Tract 95.05, District of Columbia, DC",2787,360,329,131,121,67,0,12,0,12,0,12,0,12,0,12,0,12,32,44,0,12,0,12,12,18,55,41,0,12,22,25,208,89,0,12,0,12,0,12,0,12,0,12,0,12,92,68,17,37,0,12,0,12,13,19,24,27,62,52,2458,398,1116,248,17,28,61,32,121,97,56,71,0,12,50,34,49,34,189,119,106,95,113,56,69,49,66,44,219,77,1342,234,132,118,14,31,26,28,25,33,0,12,0,12,56,54,125,86,161,90,267,101,102,66,195,80,239,78
14000US11001009507,"Census Tract 95.07, District of Columbia, DC",1623,193,134,117,64,45,23,33,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,6,10,4,7,24,26,0,12,70,79,11,17,10,14,0,12,0,12,0,12,0,12,0,12,24,35,0,12,0,12,6,9,5,8,14,15,1489,217,578,112,23,24,0,12,99,77,0,12,0,12,47,43,58,36,45,41,45,31,123,34,60,38,27,24,51,29,911,166,39,45,0,12,90,68,16,23,8,11,0,12,48,31,153,76,50,33,128,43,143,49,30,20,206,42
14000US11001009508,"Census Tract 95.08, District of Columbia, DC",3684,494,399,190,113,81,0,12,0,12,22,25,11,19,0,12,10,18,29,28,0,12,0,12,2,3,7,13,31,49,1,2,286,149,0,12,0,12,15,23,14,23,0,12,0,12,7,10,82,84,12,18,25,40,34,30,40,52,57,57,3285,466,1398,322,111,96,35,52,83,64,10,16,0,12,31,29,61,42,189,152,451,170,95,60,140,68,125,57,67,75,1887,296,149,101,65,52,79,58,48,50,0,12,13,20,133,83,522,157,176,95,108,66,231,92,132,64,231,88
14000US11001009509,"Census Tract 95.09, District of Columbia, DC",3317,417,132,88,21,35,0,12,0,12,0,12,7,16,0,12,7,17,0,12,0,12,0,12,0,12,0,12,0,12,7,11,111,71,0,12,0,12,0,12,0,12,0,12,0,12,10,17,30,52,0,12,6,15,7,11,6,9,52,46,3185,425,1442,236,44,84,0,12,67,40,0,12,16,19,89,98,77,97,396,148,135,104,152,90,244,117,124,55,98,45,1743,288,179,93,15,17,128,139,28,48,0,12,16,20,70,62,345,185,135,113,111,84,349,80,220,67,147,59
14000US11001009601,"Census Tract 96.01, District of Columbia, DC",2167,270,928,297,388,146,10,22,22,33,27,27,37,35,30,22,44,40,88,58,20,31,43,38,22,22,37,34,2,8,6,8,540,184,50,45,15,25,101,96,14,18,14,23,27,30,62,51,30,34,89,50,51,29,80,57,3,6,4,7,1239,242,423,124,9,16,22,30,16,20,15,27,0,12,8,13,56,50,22,23,68,52,98,54,46,31,43,32,20,18,816,170,0,12,7,10,42,50,0,12,28,34,39,40,126,82,76,53,111,55,123,58,85,41,74,31,105,43
14000US11001009602,"Census Tract 96.02, District of Columbia, DC",3154,370,1280,322,379,125,57,52,0,12,26,42,33,40,0,12,0,12,39,36,49,51,24,38,84,60,36,44,0,12,31,38,901,281,219,187,23,27,38,52,56,59,0,12,29,36,68,51,139,82,79,55,134,76,64,40,23,22,29,32,1874,397,611,195,128,116,0,12,13,22,56,59,0,12,12,18,65,46,67,53,102,76,119,93,6,12,16,19,27,35,1263,348,143,121,54,60,71,69,47,55,30,34,48,44,107,85,274,103,92,81,170,82,127,51,60,54,40,33
14000US11001009603,"Census Tract 96.03, District of Columbia, DC",2889,396,527,155,231,91,17,26,0,12,0,12,0,12,0,12,0,12,76,64,12,20,15,23,39,46,34,38,26,28,12,19,296,126,0,12,0,12,0,12,0,12,0,12,0,12,118,90,0,12,14,21,83,75,63,43,8,13,10,15,2362,373,912,177,39,42,12,21,23,29,15,23,0,12,25,25,134,95,77,50,157,67,190,87,130,65,101,59,9,15,1450,276,61,48,0,12,49,63,62,71,33,39,20,26,123,84,110,62,167,85,292,121,288,114,142,55,103,51
14000US11001009604,"Census Tract 96.04, District of Columbia, DC",2040,239,210,92,85,54,9,14,0,12,0,12,0,12,0,12,0,12,0,12,17,19,0,12,0,12,24,38,35,35,0,12,125,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,34,46,45,15,22,16,18,26,22,1830,243,815,188,31,26,20,31,60,55,40,26,12,14,22,25,72,52,127,73,67,48,159,67,102,50,92,58,11,14,1015,151,8,13,0,12,58,43,24,28,6,11,31,26,50,39,128,87,55,34,123,70,208,52,241,74,83,35
14000US11001009700,"Census Tract 97, District of Columbia, DC",3021,490,963,362,385,182,37,50,28,43,46,59,14,23,13,17,0,12,36,44,58,66,53,59,69,77,31,33,0,12,0,12,578,263,14,21,9,15,28,38,0,12,36,45,36,54,151,114,37,39,84,77,66,52,44,53,29,35,44,44,2058,478,876,252,17,27,44,60,106,73,11,19,0,12,0,12,77,62,210,141,74,66,99,65,148,81,42,37,48,48,1182,299,40,47,15,25,69,71,30,40,0,12,54,59,95,71,231,123,168,102,127,77,237,83,53,36,63,55
14000US11001009801,"Census Tract 98.01, District of Columbia, DC",1876,338,755,266,356,161,95,74,0,12,92,65,18,22,0,12,21,26,0,12,41,35,27,31,13,13,6,9,43,26,0,12,399,153,58,59,0,12,26,27,55,45,11,18,0,12,26,28,119,55,37,34,25,25,16,20,18,18,8,10,1121,302,522,146,41,59,8,12,32,27,39,32,0,12,33,29,54,41,81,48,28,23,55,31,77,39,63,37,11,8,599,202,31,31,0,12,89,63,14,23,0,12,0,12,36,24,181,89,18,23,116,64,29,24,55,37,30,18
14000US11001009802,"Census Tract 98.02, District of Columbia, DC",1547,260,663,221,274,127,126,89,25,28,17,19,19,19,0,12,0,12,17,25,20,22,8,13,35,45,0,12,0,12,7,10,389,126,49,46,0,12,34,28,45,36,0,12,0,12,41,35,48,33,34,34,65,43,56,32,11,13,6,9,884,193,380,112,14,22,7,10,39,31,0,12,24,23,0,12,81,43,36,32,79,51,35,32,34,29,6,9,25,12,504,117,0,12,0,12,59,43,29,28,0,12,6,9,70,37,67,44,100,39,34,28,70,35,34,20,35,29
14000US11001009803,"Census Tract 98.03, District of Columbia, DC",2745,360,1082,304,375,134,69,55,0,12,67,45,49,56,0,12,0,12,0,12,89,83,13,19,42,36,24,28,22,26,0,12,707,221,75,66,9,14,47,44,24,37,11,17,36,36,67,53,69,49,95,62,62,45,134,63,63,39,15,23,1663,362,903,224,80,103,0,12,57,49,22,26,40,41,32,36,116,79,142,78,80,45,99,59,117,59,77,45,41,39,760,199,35,35,20,32,22,25,0,12,21,28,0,12,93,55,136,79,118,58,95,56,106,55,67,40,47,35
14000US11001009804,"Census Tract 98.04, District of Columbia, DC",2518,286,693,267,278,124,29,43,0,12,32,38,73,52,8,15,25,30,31,31,30,28,10,14,28,23,12,14,0,12,0,12,415,176,45,44,0,12,71,58,30,33,25,36,0,12,15,19,65,48,48,42,42,40,50,33,22,27,2,5,1825,278,822,161,37,40,0,12,105,87,35,27,0,12,5,8,172,53,132,65,92,52,75,42,108,57,23,17,38,26,1003,174,64,48,0,12,23,22,40,34,10,15,12,14,129,71,158,70,135,63,144,51,143,58,105,42,40,23
14000US11001009807,"Census Tract 98.07, District of Columbia, DC",3142,399,1070,400,553,190,34,37,0,12,99,74,17,19,34,50,0,12,86,59,76,71,53,50,42,42,23,28,58,49,31,27,517,238,64,66,26,39,25,27,0,12,31,29,51,57,34,50,57,56,58,41,124,68,16,19,10,15,21,19,2072,402,991,248,18,28,22,36,54,51,71,68,8,13,22,34,176,85,108,92,92,79,215,91,122,65,21,23,62,40,1081,222,31,25,0,12,55,76,57,45,7,12,0,12,122,62,96,60,135,65,308,122,93,47,83,43,94,47
14000US11001009810,"Census Tract 98.10, District of Columbia, DC",2478,348,911,313,326,142,115,116,0,12,0,12,0,12,0,12,0,12,15,25,29,48,0,12,100,108,52,48,14,23,1,3,585,236,162,126,0,12,34,54,0,12,0,12,0,12,156,106,84,82,17,27,36,42,73,51,0,12,23,26,1567,390,620,246,100,102,0,12,127,110,0,12,0,12,0,12,101,91,94,89,19,28,58,39,92,54,29,35,0,12,947,235,48,56,0,12,192,117,55,67,0,12,0,12,54,42,227,82,127,106,86,58,106,72,52,29,0,12
14000US11001009811,"Census Tract 98.11, District of Columbia, DC",4745,545,1684,438,782,244,162,128,49,58,145,84,72,65,0,12,0,12,31,39,67,72,44,56,186,110,0,12,26,41,0,12,902,280,72,72,68,76,122,72,38,42,0,12,54,58,155,97,182,111,82,77,76,82,19,23,7,11,27,32,3061,466,1453,324,29,48,0,12,129,88,97,107,0,12,70,61,244,131,365,173,236,99,68,55,71,41,83,64,61,55,1608,295,117,76,0,12,123,95,94,74,27,44,70,68,196,104,187,93,313,125,145,74,260,129,45,36,31,23
14000US11001009901,"Census Tract 99.01, District of Columbia, DC",2236,235,126,63,64,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,16,24,36,8,12,15,16,62,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,38,37,0,12,1,4,16,14,2110,237,987,171,20,26,0,12,51,39,20,26,26,40,29,29,76,52,134,79,129,63,96,52,186,65,112,49,108,49,1123,137,67,58,0,12,31,30,9,14,4,9,57,43,23,35,44,40,182,45,172,67,236,73,148,47,150,60
14000US11001009902,"Census Tract 99.02, District of Columbia, DC",2810,278,561,281,185,82,25,37,0,12,20,34,0,12,0,12,0,12,23,34,23,36,17,27,21,27,53,57,3,7,0,12,376,242,85,75,25,33,0,12,21,36,0,12,0,12,84,70,18,30,32,49,29,33,26,30,0,12,56,44,2249,345,1133,263,67,68,0,12,22,25,12,21,12,19,21,32,99,65,92,65,234,168,192,121,145,73,77,58,160,62,1116,236,0,12,61,70,15,22,10,16,19,20,17,14,67,67,116,76,148,94,113,79,201,74,148,58,201,75
14000US11001009903,"Census Tract 99.03, District of Columbia, DC",1768,212,340,171,127,87,31,32,0,12,22,20,0,12,0,12,33,51,9,14,25,23,0,12,7,11,0,12,0,12,0,12,213,154,0,12,0,12,28,33,34,33,17,27,7,11,29,33,38,33,18,27,13,14,0,12,24,26,5,7,1428,260,453,99,12,19,10,14,16,18,11,14,19,32,23,28,28,24,60,40,43,32,99,61,85,44,36,36,11,13,975,233,28,25,9,14,65,59,30,36,44,66,13,21,80,60,116,58,150,81,166,60,169,68,50,32,55,38
14000US11001009904,"Census Tract 99.04, District of Columbia, DC",2144,251,817,299,336,111,65,56,14,24,52,64,0,12,9,14,8,13,23,30,62,45,12,18,63,42,24,23,4,6,0,12,481,209,93,71,0,12,77,86,12,19,0,12,0,12,57,45,59,50,28,33,67,45,56,31,23,23,9,15,1327,292,644,168,36,44,0,12,86,42,104,81,0,12,11,17,44,48,66,46,141,75,55,36,62,40,33,22,6,9,683,212,9,13,8,15,19,24,55,54,0,12,31,40,67,50,156,77,115,45,100,80,85,48,24,22,14,18
14000US11001009905,"Census Tract 99.05, District of Columbia, DC",2754,409,647,222,371,143,41,47,16,25,35,24,0,12,34,37,13,22,53,42,57,45,58,54,24,26,30,32,10,15,0,12,276,117,10,17,8,12,20,23,30,35,0,12,15,14,0,12,29,32,17,14,88,72,43,36,16,24,0,12,2107,420,1020,283,93,76,9,15,99,68,22,25,0,12,32,36,221,153,78,60,147,78,173,73,66,45,52,40,28,33,1087,215,81,60,0,12,43,37,49,48,28,29,38,36,90,64,142,70,200,65,252,69,99,49,0,12,65,42
14000US11001009906,"Census Tract 99.06, District of Columbia, DC",1519,212,413,185,172,101,0,12,0,12,0,12,22,33,36,36,0,12,27,33,0,12,33,37,21,29,27,28,0,12,6,10,241,99,0,12,0,12,6,9,18,16,0,12,16,24,8,13,33,29,22,32,62,37,42,25,12,12,22,31,1106,204,519,132,12,18,0,12,27,28,40,35,17,27,30,31,35,29,90,43,65,47,39,30,77,42,45,25,42,31,587,117,12,18,18,27,75,44,0,12,5,8,19,29,25,28,114,54,55,37,117,58,38,29,93,34,16,14
14000US11001009907,"Census Tract 99.07, District of Columbia, DC",2842,334,1119,404,544,258,24,38,0,12,102,69,136,83,0,12,22,35,108,81,86,89,0,12,29,34,30,34,0,12,7,12,575,205,85,115,0,12,50,50,13,20,0,12,35,40,56,47,69,55,108,63,108,79,27,33,18,20,6,11,1723,437,819,253,92,57,0,12,77,61,68,55,0,12,29,43,132,88,98,72,103,90,153,96,9,17,35,42,23,25,904,251,12,18,18,26,88,60,48,50,0,12,0,12,85,68,177,91,79,58,114,70,178,77,52,31,53,33
14000US11001010100,"Census Tract 101, District of Columbia, DC",2385,184,335,130,119,50,0,12,0,12,0,12,0,12,0,12,0,12,21,22,41,31,24,25,13,23,0,12,20,22,0,12,216,121,0,12,0,12,0,12,0,12,0,12,0,12,102,58,14,21,0,12,12,18,40,62,14,16,34,42,2050,186,1074,179,0,12,5,9,0,12,0,12,0,12,10,18,37,37,417,118,241,98,81,67,200,100,51,36,32,29,976,147,24,27,0,12,0,12,0,12,10,18,0,12,83,47,362,92,189,89,112,77,60,35,51,34,85,45
14000US11001010200,"Census Tract 102, District of Columbia, DC",2543,242,136,100,67,48,0,12,0,12,11,17,0,12,0,12,0,12,8,14,31,37,0,12,4,8,5,11,0,12,8,13,69,71,12,20,0,12,12,18,0,12,0,12,0,12,8,10,10,15,27,43,0,12,0,12,0,12,0,12,2407,273,948,167,11,19,0,12,45,41,0,12,0,12,0,12,44,38,291,127,148,51,130,57,112,40,115,60,52,33,1459,224,99,63,42,51,0,12,9,15,6,11,0,12,106,56,464,164,155,66,101,50,246,98,144,49,87,44
14000US11001010300,"Census Tract 103, District of Columbia, DC",3152,325,636,313,361,211,0,12,0,12,0,12,0,12,0,12,0,12,102,77,7,12,46,53,72,84,71,53,53,68,10,16,275,166,0,12,31,52,38,46,32,52,0,12,16,23,10,18,28,34,14,18,52,60,48,47,0,12,6,9,2516,334,1248,226,81,63,7,13,71,61,68,65,7,13,9,13,59,47,146,96,186,87,195,73,156,61,203,102,60,34,1268,184,111,86,18,26,62,57,0,12,32,32,0,12,82,52,82,52,301,54,166,58,243,77,54,37,117,51
14000US11001010400,"Census Tract 104, District of Columbia, DC",4112,548,1312,517,497,248,120,121,25,40,24,38,0,12,0,12,12,16,91,61,10,18,4,9,122,92,72,53,4,8,13,20,815,341,106,88,7,15,86,72,40,39,23,36,47,55,137,100,49,44,203,108,60,57,33,29,24,28,0,12,2800,488,1484,246,39,36,14,23,36,34,7,14,0,12,108,84,195,127,262,85,258,128,161,91,245,123,100,40,59,39,1316,351,60,68,0,12,166,123,9,13,10,15,8,12,194,126,218,114,180,95,193,77,118,69,101,58,59,38
14000US11001010500,"Census Tract 105, District of Columbia, DC",3427,301,326,106,72,56,3,8,0,12,0,12,0,12,0,12,0,12,30,35,0,12,21,29,0,12,18,30,0,12,0,12,254,99,0,12,0,12,0,12,0,12,0,12,8,15,26,28,87,77,2,6,84,61,40,43,0,12,7,13,3101,309,1549,238,14,18,0,12,39,64,0,12,12,19,11,19,194,173,300,125,447,164,199,76,161,102,143,96,29,34,1552,226,48,45,0,12,11,23,0,12,0,12,0,12,122,93,614,137,258,117,79,53,237,105,99,55,84,62
14000US11001010600,"Census Tract 106, District of Columbia, DC",5119,404,1097,337,635,229,0,12,0,12,43,58,35,50,0,12,0,12,225,126,151,92,41,46,79,53,19,30,18,25,24,32,462,163,0,12,0,12,13,20,12,20,0,12,12,21,168,90,117,55,62,62,9,14,23,23,16,19,30,30,4022,453,2215,306,209,137,0,12,25,27,0,12,12,20,18,29,230,139,978,217,450,124,98,63,129,64,57,33,9,15,1807,266,37,37,15,17,0,12,0,12,0,12,0,12,294,127,755,166,340,132,146,79,117,57,55,38,48,36
14000US11001010700,"Census Tract 107, District of Columbia, DC",1735,193,371,127,136,108,0,12,0,12,0,12,0,12,0,12,0,12,96,98,36,44,0,12,2,4,2,6,0,12,0,12,235,73,0,12,0,12,0,12,0,12,0,12,0,12,172,64,44,44,19,21,0,12,0,12,0,12,0,12,1364,230,571,110,0,12,0,12,0,12,0,12,0,12,0,12,40,33,282,67,67,51,15,19,88,48,42,37,37,27,793,181,0,12,0,12,0,12,0,12,0,12,0,12,111,61,360,87,67,41,172,158,40,28,20,23,23,22
14000US11001010800,"Census Tract 108, District of Columbia, DC",1379,274,510,222,249,181,0,17,0,17,0,17,0,17,0,17,0,17,199,180,45,41,0,17,3,5,1,3,0,17,1,3,261,110,0,17,0,17,0,17,0,17,0,17,0,17,222,99,39,52,0,17,0,17,0,17,0,17,0,17,869,199,529,155,0,17,0,17,0,17,0,17,0,17,0,17,179,89,216,105,42,38,9,14,4,7,61,61,18,28,340,114,0,17,0,17,0,17,0,17,0,17,0,17,62,44,173,84,3,7,17,19,11,16,19,23,55,46
14000US11001010900,"Census Tract 109, District of Columbia, DC",4074,893,2215,814,859,333,170,139,12,19,60,48,33,48,43,46,38,35,250,172,35,44,53,37,32,34,106,193,27,32,0,12,1356,586,108,91,0,12,50,51,103,84,16,23,100,83,453,392,124,95,100,98,136,84,155,140,11,19,0,12,1859,529,809,249,113,91,0,12,29,47,54,62,7,10,44,47,113,78,160,97,97,64,72,66,82,47,38,29,0,12,1050,370,94,75,67,88,33,44,63,69,0,12,0,12,99,71,166,105,177,89,115,53,168,94,53,54,15,26
14000US11001011000,"Census Tract 110, District of Columbia, DC",3289,468,127,80,61,51,0,12,0,12,0,12,0,12,0,12,0,12,31,37,0,12,0,12,0,12,17,29,13,21,0,12,66,53,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,37,40,0,12,0,12,16,26,3162,474,1513,385,86,121,0,12,19,32,0,12,0,12,0,12,43,40,298,246,275,136,252,125,289,105,197,80,54,51,1649,272,37,48,0,12,32,37,21,33,0,12,0,12,44,52,221,138,301,132,282,108,210,78,337,99,164,87
14000US11001011100,"Census Tract 111, District of Columbia, DC",4839,464,870,330,451,231,0,12,0,12,13,21,0,12,0,12,11,17,23,29,34,46,17,23,135,110,139,109,50,48,29,29,419,202,0,12,0,12,22,26,0,12,0,12,0,12,28,39,63,55,51,42,56,49,84,62,52,58,63,77,3969,418,1909,272,220,93,48,47,182,71,28,32,5,12,62,54,232,100,256,101,201,78,219,88,280,76,75,42,101,51,2060,241,174,86,18,20,106,62,37,32,15,17,8,13,123,55,353,141,320,99,254,70,287,75,179,57,186,66
